,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,147 kWh,851.42,14-10-2017,14-11-2017,4.85,-16.57,-8.72,-449.71,T-0,490.02
1,78.71,,86.25,160 kWh,942.67,13-09-2017,14-10-2017,11.08,,,,T-0,"1,118.71"
2,78.39,,29.48,137 kWh,768.58,15-08-2017,13-09-2017,4.45,-16.43,-8.65,-405.95,T-0,449.87
3,78.07,,29.36,150 kWh,863.81,14-07-2017,15-08-2017,4.90,-16.37,-8.61,-456.26,T-0,494.90
4,77.75,,85.20,153 kWh,881.51,14-06-2017,14-07-2017,10.44,,,,T-0,"1,054.90"
5,77.42,,84.85,159 kWh,911.13,15-05-2017,14-06-2017,10.73,,,,T-0,"1,084.13"
6,75.45,,87.02,161 kWh,910.63,15-04-2017,15-05-2017,10.73,,,,T-0,"1,083.83"
7,75.13,,86.66,155 kWh,865.71,15-03-2017,15-04-2017,5.46,-14.44,-9.33,-457.47,T-0,551.72
8,74.83,,86.32,164 kWh,923.68,12-02-2017,15-03-2017,10.85,,,,T-0,"1,095.68"
9,74.52,,85.96,152 kWh,838.19,15-01-2017,12-02-2017,9.99,,,,T-0,"1,008.66"
10,74.24,,29.39,149 kWh,814.38,16-12-2016,15-01-2017,4.65,-14.26,-9.22,-429.32,T-0,469.86
11,73.93,0.57,85.29,163 kWh,906.00,15-11-2016,16-12-2016,10.65,,,,T-0,"1,076.44"
