,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,40.31,344.63,29.85,104 kWh,501.54,10-11-2017,12-12-2017,86.61,5.72,T-1,"1,008.66"
1,40.92,,29.72,106 kWh,509.03,11-10-2017,10-11-2017,87.82,5.80,T-1,673.29
2,106.48,295.11,140.87,171 kWh,"1,276.53",09-09-2017,11-10-2017,230.87,15.24,T-1,"2,065.10"
3,54.74,,29.48,143 kWh,681.05,11-08-2017,09-09-2017,115.94,7.65,T-1,888.86
4,105.62,129.82,139.73,151 kWh,"1,118.13",11-07-2017,11-08-2017,206.57,13.63,T-1,"1,713.50"
5,53.16,117.34,29.24,140 kWh,661.41,10-06-2017,11-07-2017,112.69,7.44,T-1,981.28
6,104.74,105.26,138.58,153 kWh,"1,106.55",11-05-2017,10-06-2017,204.51,13.50,T-1,"1,673.14"
7,102.06,93.56,142.14,172 kWh,"1,230.76",10-04-2017,11-05-2017,223.46,14.75,T-1,"1,806.73"
8,101.64,153.21,141.55,169 kWh,"1,204.32",11-03-2017,10-04-2017,219.30,14.48,T-1,"1,834.50"
9,53.73,,29.63,147 kWh,668.47,09-02-2017,11-03-2017,113.90,7.52,T-1,873.25
10,47.32,57.31,29.50,130 kWh,588.77,12-01-2017,09-02-2017,100.84,6.66,T-1,830.40
11,100.44,83.04,139.87,179 kWh,"1,260.61",11-12-2016,12-01-2017,227.39,15.01,T-1,"1,826.36"
