,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,79.36,221.57,86.96,320 kWh,"2,106.27",04-11-2017,05-12-2017,147.44,22.73,T-0,"2,664.33"
1,79.03,26.67,86.60,299 kWh,"1,946.26",05-10-2017,04-11-2017,,21.12,T-0,"2,159.68"
2,78.71,217.91,86.25,354 kWh,"2,333.10",04-09-2017,05-10-2017,163.32,24.98,T-0,"2,904.27"
3,78.39,219.88,85.90,373 kWh,"2,459.13",04-08-2017,04-09-2017,172.14,26.23,T-0,"3,041.67"
4,78.07,22.03,85.55,353 kWh,"2,306.73",05-07-2017,04-08-2017,161.47,24.70,T-0,"2,678.55"
5,77.75,216.07,85.20,368 kWh,"2,403.77",05-06-2017,05-07-2017,168.26,25.67,T-0,"2,976.72"
6,77.42,21.84,84.85,402 kWh,"2,584.98",05-05-2017,05-06-2017,180.95,27.47,T-0,"2,977.51"
7,75.45,,87.02,372 kWh,"2,360.07",04-04-2017,05-05-2017,165.20,25.23,T-0,"2,712.97"
8,75.13,3.56,86.66,359 kWh,"2,261.29",06-03-2017,04-04-2017,158.29,24.23,T-0,"2,609.16"
9,74.83,4.69,86.32,353 kWh,"2,211.64",03-02-2017,06-03-2017,154.81,23.73,T-0,"2,556.02"
10,74.52,29.87,85.96,299 kWh,"1,835.56",06-01-2017,03-02-2017,,19.96,T-0,"2,045.87"
11,74.24,25.95,85.64,339 kWh,"2,099.47",05-12-2016,06-01-2017,146.96,22.59,T-0,"2,454.85"
