,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,106.48,33.84,140.87,290 kWh,"2,165.28",11-09-2017,12-10-2017,365.51,24.13,T-1,"2,836.11"
1,106.04,17.33,140.29,290 kWh,"2,156.32",12-08-2017,11-09-2017,364.00,24.03,T-1,"2,808.01"
2,105.62,5.77,139.73,292 kWh,"2,162.50",12-07-2017,12-08-2017,364.79,24.08,T-1,"2,802.49"
3,105.18,,139.15,283 kWh,"2,087.23",12-06-2017,12-07-2017,353.23,23.32,T-1,"2,708.11"
4,104.74,13.75,138.58,328 kWh,"2,375.49",12-05-2017,12-06-2017,396.75,26.19,T-1,"3,055.50"
5,102.06,6.00,142.14,352 kWh,"2,519.14",11-04-2017,12-05-2017,418.65,27.63,T-1,"3,215.62"
6,101.64,4.81,141.55,277 kWh,"1,974.30",13-03-2017,11-04-2017,335.95,22.17,T-1,"2,580.42"
7,101.24,6.41,140.98,279 kWh,"1,980.76",10-02-2017,13-03-2017,336.78,22.23,T-1,"2,588.40"
8,100.82,5.26,140.40,245 kWh,"1,732.18",13-01-2017,10-02-2017,298.97,19.73,T-1,"2,297.36"
9,100.44,6.76,139.87,311 kWh,"2,190.70",14-12-2016,13-01-2017,368.30,24.31,T-1,"2,830.38"
10,100.03,,139.29,365 kWh,"2,560.42",11-11-2016,14-12-2016,424.16,28.00,T-1,"3,251.90"
11,99.61,5.85,138.72,350 kWh,"2,444.69",12-10-2016,11-11-2016,406.48,26.83,T-1,"3,122.18"
