,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,104.74,,138.58,443 kWh,"3,208.43",12-05-2017,12-06-2017,522.94,34.52,T-1,"4,009.21"
1,102.06,5.91,142.14,484 kWh,"3,463.82",11-04-2017,12-05-2017,561.77,37.08,T-1,"4,312.78"
2,101.64,35.12,141.55,477 kWh,"3,399.74",13-03-2017,11-04-2017,551.90,36.43,T-1,"4,266.38"
3,101.24,,140.98,427 kWh,"3,031.47",10-02-2017,13-03-2017,495.96,32.74,T-1,"3,802.39"
4,100.82,4.26,140.40,461 kWh,"3,259.32",13-01-2017,10-02-2017,530.33,35.01,T-1,"4,070.14"
5,100.44,3.42,139.87,525 kWh,"3,697.58",11-12-2016,13-01-2017,596.59,39.38,T-1,"4,577.28"
6,100.03,17.08,139.29,416 kWh,"2,917.19",09-11-2016,11-12-2016,478.21,31.57,T-1,"3,683.37"
7,99.61,29.38,138.72,377 kWh,"2,632.57",10-10-2016,09-11-2016,434.94,28.71,T-1,"3,363.93"
8,99.21,,138.17,374 kWh,"2,601.09",08-09-2016,10-10-2016,430.03,28.38,T-1,"3,296.88"
9,98.81,15.34,137.60,352 kWh,"2,437.76",09-08-2016,08-09-2016,405.14,26.74,T-1,"3,121.39"
10,98.41,7.55,137.05,374 kWh,"2,599.76",09-07-2016,09-08-2016,429.54,28.35,T-1,"3,300.66"
11,99.03,33.11,136.48,368 kWh,"2,554.45",09-06-2016,09-07-2016,422.68,27.90,T-1,"3,273.65"
