,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,79.36,5.88,86.96,312 kWh,"2,050.90",11-11-2017,14-12-2017,143.56,22.17,T-0,"2,388.83"
1,79.03,1.96,86.60,295 kWh,"1,919.42",12-10-2017,11-11-2017,,20.85,T-0,"2,107.86"
2,78.71,11.65,86.25,296 kWh,"1,918.96",11-09-2017,12-10-2017,,20.84,T-0,"2,116.41"
3,78.39,,85.90,280 kWh,"1,796.57",12-08-2017,11-09-2017,,19.61,T-0,"1,980.47"
4,78.07,21.46,85.55,272 kWh,"1,732.45",12-07-2017,12-08-2017,,18.96,T-0,"1,936.49"
5,77.75,,85.20,267 kWh,"1,689.87",12-06-2017,12-07-2017,,18.53,T-0,"1,871.35"
6,77.42,1.00,84.85,264 kWh,"1,640.14",12-05-2017,12-06-2017,,18.02,T-0,"1,821.43"
7,75.45,219.51,87.02,284 kWh,"1,756.75",11-04-2017,12-05-2017,,19.19,T-0,"2,157.92"
8,75.13,11.08,86.66,269 kWh,"1,646.74",13-03-2017,11-04-2017,,18.09,T-0,"1,837.70"
9,74.83,20.22,86.32,278 kWh,"1,701.79",10-02-2017,13-03-2017,,18.63,T-0,"1,901.79"
10,74.52,,85.96,236 kWh,"1,409.08",13-01-2017,10-02-2017,,15.70,T-0,"1,585.26"
11,74.24,5.62,85.64,259 kWh,"1,559.80",14-12-2016,13-01-2017,,17.20,T-0,"1,742.50"
