,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.68,0.51,29.97,119 kWh,642.30,13-12-2017,13-01-2018,3.87,-16.71,-8.79,-339.26,T-0,391.57
1,79.36,0.48,29.85,112 kWh,585.85,11-11-2017,13-12-2017,3.60,-16.64,-8.76,-309.43,T-0,364.31
2,79.03,1.02,29.72,107 kWh,545.10,12-10-2017,11-11-2017,3.41,-16.57,-8.72,-287.92,T-0,345.07
3,78.71,0.50,29.60,113 kWh,588.65,11-09-2017,12-10-2017,3.61,-16.50,-8.68,-310.92,T-0,364.97
4,78.39,36.02,29.48,111 kWh,571.03,12-08-2017,11-09-2017,3.52,-16.43,-8.65,-301.61,T-0,391.75
5,20.83,227.85,29.36,90 kWh,428.47,12-07-2017,12-08-2017,2.39,-4.37,-8.61,-226.31,T-0,469.61
6,77.75,3.18,29.24,103 kWh,506.22,12-06-2017,12-07-2017,3.21,-16.30,-8.58,-267.36,T-0,327.36
7,77.42,219.55,29.12,121 kWh,631.33,12-05-2017,12-06-2017,3.80,-16.23,-8.54,-333.10,T-0,603.35
8,75.45,,29.87,121 kWh,622.66,11-04-2017,12-05-2017,3.76,-14.50,-9.37,-328.25,T-0,379.62
9,75.13,14.28,29.75,102 kWh,481.90,13-03-2017,11-04-2017,3.09,-14.44,-9.33,-254.04,T-0,326.34
10,19.96,10.17,29.63,89 kWh,405.27,10-02-2017,13-03-2017,2.28,-3.84,-9.30,-213.65,T-0,240.52
11,19.88,6.38,29.50,81 kWh,359.94,13-01-2017,10-02-2017,2.07,-3.82,-9.26,-189.73,T-0,214.96
