,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,100.56,29.72,138 kWh,782.25,12-10-2017,11-11-2017,4.53,-16.57,-8.72,-413.18,T-0,557.62
1,78.71,91.51,86.25,151 kWh,877.78,11-09-2017,12-10-2017,5.54,-16.50,-8.68,-463.85,T-0,650.76
2,78.39,274.62,29.48,143 kWh,813.85,12-08-2017,11-09-2017,4.67,-16.43,-8.65,-429.86,T-0,746.07
3,78.07,73.78,85.55,154 kWh,892.03,12-07-2017,12-08-2017,5.59,-16.37,-8.61,-472.06,T-0,637.98
4,77.75,71.13,29.24,143 kWh,807.27,12-06-2017,12-07-2017,4.63,-16.30,-8.58,-426.38,T-0,538.76
5,77.42,58.14,84.85,153 kWh,867.33,12-05-2017,12-06-2017,5.47,-16.23,-8.54,-458.30,T-0,610.14
6,75.45,257.49,29.87,150 kWh,834.45,11-04-2017,12-05-2017,4.76,-14.50,-9.37,-439.91,T-0,738.24
7,75.13,46.44,29.75,141 kWh,765.59,13-03-2017,11-04-2017,4.43,-14.44,-9.33,-403.60,T-0,493.97
8,74.83,309.98,29.63,139 kWh,748.11,10-02-2017,13-03-2017,4.35,-14.38,-9.30,-394.38,T-0,748.84
9,74.52,35.10,29.50,125 kWh,643.98,13-01-2017,10-02-2017,3.85,-14.32,-9.26,-339.47,T-0,423.90
10,74.24,,29.39,134 kWh,706.31,14-12-2016,13-01-2017,4.14,-14.26,-9.22,-372.36,T-0,418.24
11,73.93,39.96,85.29,151 kWh,824.68,11-11-2016,14-12-2016,5.26,-14.21,-9.19,-434.96,T-0,570.76
