,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,113 kWh,591.01,12-10-2017,11-11-2017,3.62,-16.57,-8.72,-312.17,T-0,365.92
1,78.71,0.50,29.60,115 kWh,603.90,11-09-2017,12-10-2017,3.68,-16.50,-8.68,-318.97,T-0,372.24
2,78.39,0.61,29.48,111 kWh,571.03,12-08-2017,11-09-2017,3.52,-16.43,-8.65,-301.61,T-0,356.34
3,78.07,,29.36,103 kWh,508.31,12-07-2017,12-08-2017,3.22,-16.37,-8.61,-268.48,T-0,325.50
4,77.75,0.52,29.24,111 kWh,566.43,12-06-2017,12-07-2017,3.49,-16.30,-8.58,-299.17,T-0,353.38
5,77.42,0.98,29.12,118 kWh,609.09,12-05-2017,12-06-2017,3.70,-16.23,-8.54,-321.36,T-0,374.18
6,75.45,,29.87,113 kWh,564.22,11-04-2017,12-05-2017,3.48,-14.50,-9.37,-297.45,T-0,351.70
7,20.04,0.23,29.75,95 kWh,439.86,13-03-2017,11-04-2017,2.45,-3.85,-9.33,-231.89,T-0,247.26
8,19.96,0.46,29.63,97 kWh,449.12,10-02-2017,13-03-2017,2.49,-3.84,-9.30,-236.76,T-0,251.76
9,19.88,0.57,29.50,96 kWh,441.77,13-01-2017,10-02-2017,2.45,-3.82,-9.26,-232.88,T-0,248.21
10,74.24,1.01,29.39,102 kWh,476.28,14-12-2016,13-01-2017,3.05,-14.26,-9.22,-251.09,T-0,309.40
11,73.93,0.56,29.27,118 kWh,588.84,11-11-2016,14-12-2016,3.58,-14.21,-9.19,-310.43,T-0,362.35
