,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,265.83,86.96,215 kWh,"1,348.54",11-11-2017,14-12-2017,15.15,,,,T-0,"1,795.84"
1,79.03,32.59,86.60,195 kWh,"1,198.47",12-10-2017,11-11-2017,13.64,,,,T-0,"1,410.33"
2,78.71,226.35,86.25,172 kWh,"1,028.57",11-09-2017,12-10-2017,11.94,,,,T-0,"1,431.82"
3,78.39,217.74,85.90,203 kWh,"1,245.94",12-08-2017,11-09-2017,14.10,,,,T-0,"1,642.07"
4,78.07,4.46,85.55,207 kWh,"1,269.46",12-07-2017,12-08-2017,14.33,,,,T-0,"1,451.87"
5,77.75,,85.20,198 kWh,"1,200.47",12-06-2017,12-07-2017,13.63,,,,T-0,"1,377.05"
6,77.42,190.80,29.12,139 kWh,764.78,12-05-2017,12-06-2017,4.43,-16.23,-8.54,-403.51,T-0,638.27
7,75.45,227.08,29.87,140 kWh,761.43,11-04-2017,12-05-2017,4.41,-14.50,-9.37,-401.41,T-0,672.96
8,75.13,3.79,86.66,174 kWh,995.55,13-03-2017,11-04-2017,11.57,,,,T-0,"1,172.70"
9,74.83,,86.32,159 kWh,889.30,10-02-2017,13-03-2017,10.50,,,,T-0,"1,060.95"
10,19.88,193.31,29.50,91 kWh,414.49,13-01-2017,10-02-2017,2.32,-3.82,-9.26,-218.49,T-0,427.93
11,74.24,11.08,85.64,165 kWh,923.01,14-12-2016,13-01-2017,10.83,,,,T-0,"1,104.80"
