,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,3.72,29.85,149 kWh,870.11,11-11-2017,13-12-2017,4.94,-16.64,-8.76,-459.57,T-0,503.01
1,79.03,3.67,86.60,152 kWh,888.50,12-10-2017,11-11-2017,10.54,,,,T-0,"1,068.34"
2,78.71,3.75,29.60,150 kWh,870.58,11-09-2017,12-10-2017,4.94,-16.50,-8.68,-459.82,T-0,502.58
3,78.39,4.36,29.48,149 kWh,859.38,12-08-2017,11-09-2017,4.88,-16.43,-8.65,-453.90,T-0,497.51
4,78.07,3.80,29.36,144 kWh,818.16,12-07-2017,12-08-2017,4.68,-16.37,-8.61,-432.15,T-0,476.94
5,77.75,3.19,29.24,143 kWh,807.27,12-06-2017,12-07-2017,4.63,-16.30,-8.58,-426.38,T-0,470.82
6,77.42,7.04,29.12,148 kWh,831.64,12-05-2017,12-06-2017,4.75,-16.23,-8.54,-438.80,T-0,486.40
7,75.45,3.06,29.87,143 kWh,783.33,11-04-2017,12-05-2017,4.52,-14.50,-9.37,-412.95,T-0,459.41
8,75.13,3.58,29.75,150 kWh,831.05,13-03-2017,11-04-2017,9.36,,,,T-0,948.87
9,74.83,2.80,29.63,148 kWh,813.30,10-02-2017,13-03-2017,4.65,-14.38,-9.30,-428.75,T-0,472.78
10,74.52,3.75,29.50,136 kWh,723.35,13-01-2017,10-02-2017,4.22,-14.32,-9.26,-381.32,T-0,430.44
11,74.24,36.80,29.39,147 kWh,799.68,12-12-2016,13-01-2017,4.58,-14.26,-9.22,-421.57,T-0,499.64
