,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,78.07,3.63,85.55,291 kWh,"1,867.77",12-07-2017,12-08-2017,,20.31,T-0,"2,055.33"
1,77.75,3.10,85.20,278 kWh,"1,767.89",12-06-2017,12-07-2017,,19.31,T-0,"1,953.25"
2,77.42,5.51,84.85,302 kWh,"1,904.77",12-05-2017,12-06-2017,133.33,20.67,T-0,"2,226.55"
3,75.45,1.77,87.02,325 kWh,"2,038.96",11-04-2017,12-05-2017,142.73,22.01,T-0,"2,367.94"
4,75.13,2.72,86.66,280 kWh,"1,722.14",13-03-2017,11-04-2017,,18.84,T-0,"1,905.49"
5,74.83,4.20,86.32,287 kWh,"1,763.23",10-02-2017,13-03-2017,,19.24,T-0,"1,947.82"
6,74.52,,85.96,224 kWh,"1,327.47",13-01-2017,10-02-2017,,14.88,T-0,"1,502.83"
7,74.24,0.85,85.64,222 kWh,"1,309.15",14-12-2016,13-01-2017,,14.69,T-0,"1,484.57"
8,73.93,,85.29,274 kWh,"1,654.52",11-11-2016,14-12-2016,,18.14,T-0,"1,831.88"
9,73.63,,84.93,248 kWh,"1,472.63",11-10-2016,11-11-2016,,16.31,T-0,"1,647.50"
10,73.34,,84.60,243 kWh,"1,433.10",09-09-2016,11-10-2016,,15.91,T-0,"1,606.95"
11,73.04,,84.25,221 kWh,"1,280.52",11-08-2016,09-09-2016,,14.38,T-0,"1,452.19"
