,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,0.72,29.85,123 kWh,670.40,11-11-2017,14-12-2017,4.00,-16.64,-8.76,-354.09,T-0,404.84
1,79.03,,29.72,118 kWh,629.25,12-10-2017,11-11-2017,3.80,-16.57,-8.72,-332.36,T-0,384.15
2,78.71,0.56,29.60,132 kWh,733.44,11-09-2017,12-10-2017,4.29,-16.50,-8.68,-387.39,T-0,434.03
3,78.39,0.53,29.48,123 kWh,662.08,12-08-2017,11-09-2017,3.95,-16.43,-8.65,-349.70,T-0,399.65
4,78.07,0.17,29.36,118 kWh,621.67,12-07-2017,12-08-2017,3.76,-16.37,-8.61,-328.36,T-0,379.69
5,77.75,,29.24,112 kWh,573.95,12-06-2017,12-07-2017,3.53,-16.30,-8.58,-303.14,T-0,356.45
6,77.42,2.99,29.12,113 kWh,571.97,12-05-2017,12-06-2017,3.52,-16.23,-8.54,-301.78,T-0,358.47
7,75.45,0.21,87.02,161 kWh,910.18,11-04-2017,12-05-2017,10.73,,,,T-0,"1,083.59"
8,75.13,,29.75,140 kWh,758.30,13-03-2017,11-04-2017,4.40,-14.44,-9.33,-399.75,T-0,444.06
9,74.83,0.68,29.63,142 kWh,769.83,10-02-2017,13-03-2017,4.45,-14.38,-9.30,-405.83,T-0,449.91
10,74.52,,29.50,118 kWh,593.48,13-01-2017,10-02-2017,3.61,-14.32,-9.26,-312.85,T-0,364.68
11,74.24,,29.39,145 kWh,785.39,14-12-2016,13-01-2017,4.52,-14.26,-9.22,-414.04,T-0,456.02
