,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,,29.72,106 kWh,537.44,12-10-2017,11-11-2017,3.37,-16.57,-8.72,-283.87,T-0,340.40
1,17.18,48.30,29.60,45 kWh,173.98,11-09-2017,12-10-2017,1.17,-3.60,-8.68,-91.90,T-0,166.05
2,78.39,21.46,29.48,113 kWh,586.21,12-08-2017,11-09-2017,3.59,-16.43,-8.65,-309.63,T-0,384.42
3,20.83,,29.36,62 kWh,268.43,12-07-2017,12-08-2017,1.64,-4.37,-8.61,-141.79,T-0,165.49
4,20.74,35.59,29.24,82 kWh,381.19,12-06-2017,12-07-2017,2.17,-4.35,-8.58,-201.32,T-0,254.68
5,77.42,,29.12,130 kWh,698.05,12-05-2017,12-06-2017,4.12,-16.23,-8.54,-368.30,T-0,415.64
6,75.45,11.55,29.87,102 kWh,483.88,11-04-2017,12-05-2017,3.10,-14.50,-9.37,-255.10,T-0,324.88
7,20.04,8.69,29.75,93 kWh,428.86,13-03-2017,11-04-2017,2.39,-3.85,-9.33,-226.08,T-0,250.47
8,74.83,15.18,29.63,103 kWh,487.27,10-02-2017,13-03-2017,3.11,-14.38,-9.30,-256.88,T-0,329.46
9,19.88,,29.50,97 kWh,447.22,13-01-2017,10-02-2017,2.48,-3.82,-9.26,-235.75,T-0,250.25
10,19.80,225.10,29.39,70 kWh,298.83,14-12-2016,13-01-2017,1.77,-3.81,-9.22,-157.54,T-0,404.32
11,16.14,,29.27,28 kWh,75.50,11-11-2016,14-12-2016,0.69,-3.10,-9.19,-39.80,T-0,69.51
