,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,20.74,,29.24,79 kWh,364.11,12-06-2017,12-07-2017,2.09,-4.35,-8.58,-192.31,T-0,210.94
1,77.42,,29.12,115 kWh,586.85,12-05-2017,12-06-2017,3.59,-16.23,-8.54,-309.63,T-0,362.58
2,75.45,,87.02,170 kWh,972.11,11-04-2017,12-05-2017,11.35,,,,T-0,"1,145.93"
3,75.13,,86.66,151 kWh,837.89,13-03-2017,11-04-2017,10.00,,,,T-0,"1,009.68"
4,74.83,,29.63,146 kWh,798.82,10-02-2017,13-03-2017,4.58,-14.38,-9.30,-421.12,T-0,463.06
5,74.52,,29.50,112 kWh,550.18,13-01-2017,10-02-2017,3.41,-14.32,-9.26,-290.03,T-0,344.00
6,74.24,,29.39,117 kWh,584.14,14-12-2016,13-01-2017,3.56,-14.26,-9.22,-307.93,T-0,359.92
7,73.93,,29.27,101 kWh,467.15,11-11-2016,14-12-2016,3.01,-14.21,-9.19,-246.28,T-0,303.68
8,19.64,,29.15,89 kWh,398.70,11-10-2016,11-11-2016,2.24,-3.77,-9.15,-210.18,T-0,226.63
9,73.34,,29.03,130 kWh,669.05,09-09-2016,11-10-2016,3.96,-14.09,-9.11,-352.70,T-0,399.48
10,19.48,,28.91,76 kWh,325.88,11-08-2016,09-09-2016,1.90,-3.74,-9.07,-171.80,T-0,191.56
11,19.41,191.00,28.80,83 kWh,364.19,11-07-2016,11-08-2016,2.08,-3.73,-9.04,-192.02,T-0,400.69
