,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.36,,86.96,152 kWh,892.49,13-11-2017,15-12-2017,5.62,-16.64,-8.76,-471.86,T-0,567.17
1,79.03,0.45,29.72,142 kWh,813.05,13-10-2017,13-11-2017,4.67,-16.57,-8.72,-429.43,T-0,472.20
2,78.71,0.42,29.60,146 kWh,840.23,12-09-2017,13-10-2017,4.80,-16.50,-8.68,-443.79,T-0,484.79
3,78.39,,29.48,136 kWh,760.88,14-08-2017,12-09-2017,4.42,-16.43,-8.65,-401.88,T-0,446.21
4,78.07,,29.36,146 kWh,833.45,13-07-2017,14-08-2017,4.76,-16.37,-8.61,-440.22,T-0,480.44
5,77.75,0.85,29.24,136 kWh,754.70,13-06-2017,13-07-2017,4.38,-16.30,-8.58,-398.59,T-0,443.45
6,77.42,,29.12,142 kWh,787.75,13-05-2017,13-06-2017,4.54,-16.23,-8.54,-415.66,T-0,458.40
7,75.45,,29.87,139 kWh,754.22,12-04-2017,13-05-2017,4.38,-14.50,-9.37,-397.61,T-0,442.44
8,75.13,0.40,29.75,130 kWh,685.66,14-03-2017,12-04-2017,4.05,-14.44,-9.33,-361.46,T-0,409.76
9,74.83,,29.63,135 kWh,719.23,11-02-2017,14-03-2017,4.21,-14.38,-9.30,-379.15,T-0,425.07
10,74.52,,29.50,116 kWh,579.12,14-01-2017,11-02-2017,3.54,-14.32,-9.26,-305.28,T-0,357.82
11,74.24,,29.39,127 kWh,656.10,15-12-2016,14-01-2017,3.90,-14.26,-9.22,-345.88,T-0,394.27
