,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,Regulacion INE,Subsidio Alumb. P�blico menor 150 kWh,Subsidio Comercializacion menor 150 kWh,Subsidio consumo menor 150 kWh,Tarifa:,Total
0,79.03,4.14,29.72,110 kWh,567.80,09-10-2017,08-11-2017,3.51,-16.57,-8.72,-299.91,T-0,359.00
1,78.71,4.10,29.60,117 kWh,618.84,07-09-2017,09-10-2017,3.75,-16.50,-8.68,-326.86,T-0,382.96
2,78.39,3.32,29.48,142 kWh,805.71,08-08-2017,07-09-2017,4.63,-16.43,-8.65,-425.56,T-0,470.89
3,78.07,3.67,29.36,129 kWh,704.40,08-07-2017,08-08-2017,4.15,-16.37,-8.61,-372.06,T-0,422.61
4,77.75,3.53,29.24,112 kWh,573.59,08-06-2017,08-07-2017,3.53,-16.30,-8.58,-302.95,T-0,359.81
5,77.42,3.65,29.12,130 kWh,695.73,09-05-2017,08-06-2017,4.11,-16.23,-8.54,-366.99,T-0,418.27
6,75.45,9.93,29.87,133 kWh,709.97,07-04-2017,09-05-2017,4.17,-14.50,-9.37,-374.28,T-0,431.24
7,75.13,,29.75,131 kWh,692.42,09-03-2017,07-04-2017,4.09,-14.44,-9.33,-365.03,T-0,412.59
8,74.83,2.59,86.32,168 kWh,950.14,07-02-2017,09-03-2017,11.11,,,,T-0,"1,124.99"
9,74.52,3.89,29.50,139 kWh,744.63,10-01-2017,07-02-2017,4.33,-14.32,-9.26,-392.54,T-0,440.75
10,74.24,4.68,29.39,137 kWh,727.56,10-12-2016,10-01-2017,4.24,-14.26,-9.22,-383.54,T-0,433.09
11,73.93,10.51,29.27,148 kWh,803.20,08-11-2016,10-12-2016,4.60,-14.21,-9.19,-423.43,T-0,474.68
