,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,105.62,,139.73,880 kWh,"6,517.09",12-07-2017,12-08-2017,"1,024.51",67.62,T-1,"7,854.57"
1,105.18,,139.15,862 kWh,"6,357.53",12-06-2017,12-07-2017,"1,000.18",66.02,T-1,"7,668.06"
2,104.74,,138.58,907 kWh,"6,569.05",12-05-2017,12-06-2017,"1,032.07",68.12,T-1,"7,912.56"
3,102.06,,142.14,956 kWh,"6,841.74",11-04-2017,12-05-2017,"1,073.52",70.86,T-1,"8,230.32"
4,101.64,,141.55,851 kWh,"6,065.38",13-03-2017,11-04-2017,955.75,63.09,T-1,"7,327.41"
5,101.24,,140.98,882 kWh,"6,261.73",10-02-2017,13-03-2017,985.35,65.04,T-1,"7,554.34"
6,100.82,,140.40,786 kWh,"5,557.12",13-01-2017,10-02-2017,878.45,57.98,T-1,"6,734.77"
7,100.44,,139.87,943 kWh,"6,641.56",11-12-2016,13-01-2017,"1,042.60",68.82,T-1,"7,993.29"
8,100.03,,139.29,941 kWh,"6,598.73",09-11-2016,11-12-2016,"1,035.96",68.38,T-1,"7,942.39"
9,99.61,3.68,138.72,859 kWh,"5,998.34",10-10-2016,09-11-2016,944.86,62.37,T-1,"7,247.58"
10,99.21,6.77,138.17,943 kWh,"6,558.36",08-09-2016,10-10-2016,"1,029.56",67.96,T-1,"7,900.03"
11,98.81,,137.60,870 kWh,"6,025.16",09-08-2016,08-09-2016,948.63,62.62,T-1,"7,272.82"
