,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,107.80,4.23,142.62,526 kWh,"3,975.94",12-12-2017,12-01-2018,640.29,42.26,T-1,"4,913.14"
1,107.35,9.05,142.03,486 kWh,"3,658.38",11-11-2017,12-12-2017,592.03,39.08,T-1,"4,547.92"
2,106.91,14.71,141.44,413 kWh,"3,096.04",12-10-2017,11-11-2017,506.67,33.44,T-1,"3,899.21"
3,106.48,13.78,140.87,422 kWh,"3,150.86",11-09-2017,12-10-2017,514.83,33.98,T-1,"3,960.80"
4,106.04,9.66,140.29,395 kWh,"2,937.06",12-08-2017,11-09-2017,482.28,31.83,T-1,"3,707.16"
5,105.62,11.42,139.73,449 kWh,"3,325.19",12-07-2017,12-08-2017,540.94,35.71,T-1,"4,158.61"
6,105.18,5.60,139.15,444 kWh,"3,274.65",12-06-2017,12-07-2017,533.13,35.19,T-1,"4,092.90"
7,104.74,,138.58,443 kWh,"3,208.43",12-05-2017,12-06-2017,522.94,34.52,T-1,"4,009.21"
8,102.06,5.91,142.14,484 kWh,"3,463.82",11-04-2017,12-05-2017,561.77,37.08,T-1,"4,312.78"
9,101.64,35.12,141.55,477 kWh,"3,399.74",13-03-2017,11-04-2017,551.90,36.43,T-1,"4,266.38"
10,101.24,,140.98,427 kWh,"3,031.47",10-02-2017,13-03-2017,495.96,32.74,T-1,"3,802.39"
11,100.82,4.26,140.40,461 kWh,"3,259.32",13-01-2017,10-02-2017,530.33,35.01,T-1,"4,070.14"
