,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,75.45,,87.02,372 kWh,"2,360.07",04-04-2017,05-05-2017,165.20,25.23,T-0,"2,712.97"
1,75.13,3.56,86.66,359 kWh,"2,261.29",06-03-2017,04-04-2017,158.29,24.23,T-0,"2,609.16"
2,74.83,4.69,86.32,353 kWh,"2,211.64",03-02-2017,06-03-2017,154.81,23.73,T-0,"2,556.02"
3,74.52,29.87,85.96,299 kWh,"1,835.56",06-01-2017,03-02-2017,,19.96,T-0,"2,045.87"
4,74.24,25.95,85.64,339 kWh,"2,099.47",05-12-2016,06-01-2017,146.96,22.59,T-0,"2,454.85"
5,73.93,21.97,85.29,365 kWh,"2,265.79",04-11-2016,05-12-2016,158.61,24.25,T-0,"2,629.84"
6,73.63,223.08,84.93,385 kWh,"2,390.63",05-10-2016,04-11-2016,167.34,25.49,T-0,"2,965.10"
7,73.34,21.75,84.60,391 kWh,"2,421.20",03-09-2016,05-10-2016,169.48,25.79,T-0,"2,796.16"
8,73.04,25.57,84.25,384 kWh,"2,364.27",04-08-2016,03-09-2016,165.50,25.22,T-0,"2,737.85"
9,72.75,18.81,83.91,387 kWh,"2,396.93",05-07-2016,04-08-2016,167.79,25.54,T-0,"2,765.73"
10,73.20,24.52,83.56,430 kWh,"2,676.98",04-06-2016,05-07-2016,187.39,28.34,T-0,"3,073.99"
11,72.90,20.89,83.22,382 kWh,"2,346.93",05-05-2016,04-06-2016,164.29,25.03,T-0,"2,713.26"
