,Alumbrado Publico,Cargos varios,Comercializacion,Csmo. Energía:,Energia (kWh),Fecha Factura Ant.:,Fecha Factura:,IVA,Regulacion INE,Tarifa:,Total
0,106.91,,141.44,307 kWh,"2,301.39",12-10-2017,11-11-2017,386.29,25.50,T-1,"2,961.53"
1,106.48,,140.87,276 kWh,"2,060.75",11-09-2017,12-10-2017,349.68,23.08,T-1,"2,680.86"
2,106.04,,140.29,254 kWh,"1,888.65",12-08-2017,11-09-2017,323.45,21.35,T-1,"2,479.78"
3,105.62,,139.73,234 kWh,"1,732.95",12-07-2017,12-08-2017,299.71,19.78,T-1,"2,297.79"
4,105.18,,139.15,273 kWh,"2,013.46",12-06-2017,12-07-2017,342.06,22.58,T-1,"2,622.43"
5,104.74,,138.58,326 kWh,"2,361.14",12-05-2017,12-06-2017,394.58,26.04,T-1,"3,025.08"
6,102.06,1.36,142.14,372 kWh,"2,662.27",11-04-2017,12-05-2017,440.33,29.06,T-1,"3,377.22"
7,101.64,1.34,141.55,319 kWh,"2,273.63",13-03-2017,11-04-2017,381.30,25.17,T-1,"2,924.63"
8,101.24,,140.98,315 kWh,"2,236.35",10-02-2017,13-03-2017,375.50,24.79,T-1,"2,878.86"
9,100.82,,140.40,207 kWh,"1,463.52",13-01-2017,10-02-2017,258.27,17.05,T-1,"1,980.06"
10,100.44,,139.87,196 kWh,"1,380.63",14-12-2016,13-01-2017,245.57,16.21,T-1,"1,882.72"
11,100.03,,139.29,246 kWh,"1,725.65",11-11-2016,14-12-2016,297.69,19.65,T-1,"2,282.31"
